,fa_dun_dev,PredictionRunName,cart_bonded,fa_intra_sol_xover4,yhh_planarity,total,fa_intra_elec,fa_dun_semi,pro_close,hbond_sr_bb,fa_sol,lk_ball_bridge,rama_prepro,hbond_sc,ScoreMethodID,ref,ExperimentalDDG,hbond_bb_sc,lk_ball_wtd,lk_ball_iso,fa_intra_rep_xover4,fa_dun,fa_intra_rep,StructureOrder,fa_rep,lk_ball,fa_dun_rot,omega,fa_elec,hbond_lr_bb,hxl_tors,fa_atr,lk_ball_bridge_uncpl,fa_intra_atr_xover4,p_aa_pp,PredictionID,rama,DataSetID
467,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,6.1911,,,0.0,0.0,-8.8283,,0.0,1.095,30000,0.0,6.1997,0.074,0.3358,,,0.0,-0.0,id_50,-1.2201,,,0.0,5.9893,0.0,,8.7456,,,0.0,146125,,20
491,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,12.7072,,,-0.0,-0.0,-7.4262,,0.0,3.1916,30000,0.0,9.1169,-0.2393,-0.0941,,,0.0,0.0,id_50,-1.5896,,,0.0,5.3928,0.0,,13.4719,,,0.0,146126,,21
515,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.8591,,,0.0,0.0,-1.4296,,0.0,-0.089,30000,0.0,0.1187,0.0143,0.2736,,,0.0,-0.0,id_50,-0.0663,,,0.0,0.1831,0.0,,0.2548,,,0.0,146127,,22
539,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,1.2745,,,-0.0,0.0,-2.1618,,0.0,1.8921,30000,0.0,2.1496,-0.002,-0.0009,,,0.0,-0.0,id_50,-0.1255,,,0.0,1.2297,-0.0,,0.4429,,,0.0,146128,,23
563,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.9174,,,-0.0,-0.0,-6.9488,,0.0,0.697,30000,0.0,7.168,-0.1492,0.0701,,,0.0,-0.0,id_50,-1.7637,,,0.0,3.9405,0.0,,8.0715,,,0.0,146129,,24
587,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,8.2543,,,0.0,0.0,-4.1841,,0.0,1.7956,30000,0.0,7.2378,0.1034,0.3107,,,0.0,-0.0,id_50,-1.9351,,,0.0,0.6608,-0.0,,11.5029,,,0.0,146130,,25
611,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1213,,,0.0,0.0,-0.4428,,0.0,-0.014,30000,0.0,0.2401,-0.0195,0.0768,,,0.0,0.0,id_50,-0.0122,,,0.0,0.1592,0.0,,0.3738,,,0.0,146131,,26
635,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.9821,,,0.0,0.0,-7.1135,,0.0,1.0239,30000,0.0,1.2556,-0.0181,-0.2927,,,0.0,-0.0,id_50,-0.3377,,,0.0,6.5241,-0.0,,4.1962,,,0.0,146132,,27
659,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.8707,,,0.0,-0.0,-6.3888,,0.0,0.0469,30000,0.0,3.476,0.0162,-0.1507,,,0.0,0.0,id_50,-0.4275,,,0.0,2.4182,0.0,,3.615,,,0.0,146133,,28
683,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.1596,,,0.0,0.0,-2.8133,,0.0,0.6429,30000,0.0,2.364,0.5185,-0.2771,,,0.0,0.0,id_50,-0.099,,,0.0,0.8479,0.0,,2.3396,,,0.0,146134,,29
707,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.4322,,,0.0,0.0,-6.4193,,0.0,0.9895,30000,0.0,0.2721,0.6858,0.0067,,,0.0,0.0,id_50,-0.1239,,,0.0,6.4405,-0.0,,2.8529,,,0.0,146135,,30
731,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.6181,,,0.0,0.0,-1.3253,,0.0,0.9995,30000,0.0,0.3853,0.0534,-0.2243,,,0.0,0.0,id_50,0.005,,,0.0,1.4098,-0.0,,0.6999,,,0.0,146136,,31
755,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.5523,,,0.0,-0.0,-2.8231,,0.0,1.6646,30000,0.0,3.7715,-0.0629,-0.347,,,0.0,0.0,id_50,-0.3039,,,0.0,0.5917,0.0,,2.8329,,,0.0,146137,,32
779,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.6539,,,0.0,0.0,-0.7832,,0.0,0.0059,30000,0.0,1.9536,0.0626,0.0143,,,0.0,0.0,id_50,-0.039,,,0.0,0.113,-0.0,,1.2803,,,0.0,146138,,33
803,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.6577,,,-0.0,0.0,-0.5696,,0.0,0.0083,30000,0.0,1.375,0.001,0.0139,,,0.0,0.0,id_50,-0.1192,,,0.0,1.0104,-0.0004,,0.3133,,,0.0,146139,,34
827,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,-0.0655,,,-0.0,0.0,-0.5917,,0.0,0.1251,30000,0.0,-0.0639,0.0425,0.0505,,,0.0,0.0,id_50,0.016,,,0.0,0.0443,0.0045,,0.2434,,,0.0,146140,,35
851,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.6831,,,0.0,0.0,-1.3906,,0.0,0.9921,30000,0.0,-0.882,0.2224,-0.3897,,,0.0,0.0,id_50,0.157,,,0.0,1.5771,0.0103,,0.5043,,,0.0,146141,,36
875,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0372,,,-0.0,-0.0,0.0142,,0.0,0.0086,30000,0.0,0.8887,-0.0027,0.0051,,,0.0,0.0,id_50,-0.0016,,,0.0,-0.0273,0.0024,,-0.0361,,,0.0,146142,,37
899,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7122,,,0.0,0.0,0.1771,,0.0,0.0004,30000,0.0,0.0,-0.008,0.0956,,,0.0,0.0,id_50,-0.4175,,,0.0,0.1522,0.0023,,0.7102,,,0.0,146143,,38
923,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.2444,,,0.0,-0.0,-6.2445,,0.0,1.9481,30000,0.0,1.3317,1.1947,-0.9318,,,0.0,0.0,id_50,-0.076,,,0.0,3.951,0.0049,,2.3981,,,0.0,146144,,39
947,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.7466,,,0.0,-0.0,-12.6448,,0.0,1.1777,30000,0.0,2.4325,2.053,-0.2148,,,0.0,0.0,id_50,0.6069,,,0.0,6.0548,-0.1041,,6.8178,,,0.0,146145,,40
971,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0168,,,0.0,-0.0,-0.0176,,0.0,-0.0006,30000,0.0,-0.2458,0.0008,0.0031,,,0.0,0.0,id_50,0.038,,,0.0,0.0326,0.0039,,-0.0432,,,0.0,146146,,41
995,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.3293,,,-0.0,0.0,-0.6535,,0.0,-0.0114,30000,0.0,-0.4201,0.0294,0.0128,,,0.0,0.0,id_50,-0.0593,,,0.0,0.167,0.0006,,0.1851,,,0.0,146147,,42
1019,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0345,,,0.0,-0.0,0.0042,,0.0,0.0009,30000,0.0,1.57,-0.0006,-0.0118,,,0.0,-0.0,id_50,-0.0067,,,0.0,-0.0066,-0.0012,,-0.0127,,,0.0,146148,,43
1043,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1241,,,0.0,-0.0,0.1137,,0.0,0.0047,30000,0.0,-0.2458,0.0046,-0.0035,,,0.0,0.0,id_50,0.0037,,,0.0,0.0392,-0.0006,,-0.0375,,,0.0,146149,,44
1067,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0043,,,0.0,-0.0,0.034,,0.0,-0.0027,30000,0.0,-0.2458,-0.0034,0.0205,,,0.0,0.0,id_50,0.0138,,,0.0,-0.0354,0.0013,,-0.0239,,,0.0,146150,,45
1091,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-1.5915,,,0.0,-0.0,0.8807,,0.0,-0.931,30000,0.0,0.3096,0.0018,0.1173,,,0.0,0.0,id_50,0.0115,,,0.0,-0.8366,0.0019,,-0.8371,,,0.0,146151,,46
1115,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.5324,,,0.0,-0.0,-0.0399,,0.0,0.0002,30000,0.0,2.7384,-0.0154,-0.0164,,,0.0,0.0,id_50,-0.7578,,,0.0,-0.0534,-0.0002,,4.4152,,,0.0,146152,,47
1139,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.9471,,,0.0,-0.0,0.2262,,0.0,-0.0084,30000,0.0,1.4347,-0.1303,-0.1605,,,0.0,0.0,id_50,0.0456,,,0.0,-0.4735,0.0046,,-0.4506,,,0.0,146153,,48
1163,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.5959,,,0.0,-0.0,0.0356,,0.0,-0.2012,30000,0.0,0.2721,-0.0102,0.0622,,,0.0,0.0,id_50,-0.0113,,,0.0,-0.3852,-0.0049,,-0.081,,,0.0,146154,,49
1187,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0289,,,-0.0,-0.0,-0.0346,,0.0,0.0067,30000,0.0,0.0,-0.0065,0.0203,,,0.0,0.0,id_50,0.0144,,,0.0,0.0144,-0.0048,,0.019,,,0.0,146155,,50
1211,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7669,,,0.0,-0.0,0.4169,,0.0,-0.0926,30000,0.0,0.2721,-0.0045,0.0759,,,0.0,0.0,id_50,-0.4158,,,0.0,-0.1293,-0.0012,,0.9174,,,0.0,146156,,51
1235,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.4955,,,0.0,0.0,-0.5235,,0.0,0.2606,30000,0.0,1.2387,0.0276,-0.0214,,,0.0,0.0,id_50,-0.0046,,,0.0,0.5838,0.0,,0.1731,,,0.0,146157,,52
1259,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.1365,,,0.0,-0.0,-2.0963,,0.0,0.8872,30000,0.0,0.7917,0.0271,-0.1514,,,0.0,0.0,id_50,-0.001,,,0.0,2.0609,0.0,,0.41,,,0.0,146158,,53
1283,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.0583,,,0.0,-0.0,-1.6493,,0.0,0.068,30000,0.0,1.2652,0.2653,-0.1924,,,0.0,0.0,id_50,-0.005,,,0.0,1.4541,-0.0,,1.1176,,,0.0,146159,,54
1307,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,0.9945,,,0.0,0.0,-0.8775,,0.0,0.0113,30000,0.0,1.0266,0.0217,0.0911,,,0.0,0.0,id_50,0.0191,,,0.0,1.4595,-0.0,,0.2693,,,0.0,146160,,55
1331,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.9945,,,0.0,0.0,-3.3022,,0.0,0.7554,30000,0.0,1.8489,0.34,-0.1638,,,0.0,0.0,id_50,0.0074,,,0.0,2.947,0.0,,1.4107,,,0.0,146161,,56
1355,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.5585,,,0.0,-0.0,-3.0362,,0.0,0.8592,30000,0.0,1.9793,0.0137,-0.1317,,,0.0,0.0,id_50,0.0979,,,0.0,3.0447,0.0,,0.7108,,,0.0,146162,,57
1379,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.1079,,,0.0,0.0,-3.2963,,0.0,0.5345,30000,0.0,1.6868,0.2468,-0.0614,,,0.0,0.0,id_50,0.0638,,,0.0,2.294,0.0,,1.3264,,,0.0,146163,,58
1403,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.2266,,,-0.0,-0.0,-2.6414,,0.0,0.6132,30000,0.0,1.8496,0.0647,-0.0024,,,0.0,0.0,id_50,0.0862,,,0.0,2.626,0.0,,0.4803,,,0.0,146164,,59
1427,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.891,,,-0.0,0.0,-2.2888,,0.0,0.0614,30000,0.0,2.7289,0.4397,-0.0567,,,0.0,0.0,id_50,0.0206,,,0.0,2.5177,0.0,,1.1971,,,0.0,146165,,60
1451,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.1823,,,0.0,0.0,-2.7604,,0.0,0.322,30000,0.0,2.7158,0.2925,0.0011,,,0.0,0.0,id_50,0.0337,,,0.0,2.7664,0.0,,1.5271,,,0.0,146166,,61
1475,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.9961,,,-0.0,-0.0,-3.9561,,0.0,0.4232,30000,0.0,2.5086,0.4709,-0.0597,,,0.0,0.0,id_50,-0.0165,,,0.0,3.4942,0.0,,1.6402,,,0.0,146167,,62
1499,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.0828,,,0.0,0.0,-4.0209,,0.0,0.5577,30000,0.0,2.7873,0.2514,-0.0366,,,0.0,0.0,id_50,0.0167,,,0.0,3.6568,0.0,,1.6576,,,0.0,146168,,63
1523,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,1.7741,,,-0.0,0.0,-1.8014,,0.0,-0.1173,30000,0.0,3.2857,0.2218,0.189,,,0.0,0.0,id_50,-0.4418,,,0.0,0.1609,0.0254,,3.5375,,,0.0,146169,,64
1547,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,0.9242,,,0.0,-0.0,-5.2454,,0.0,0.9962,30000,0.0,1.1686,-0.0244,-0.0401,,,0.0,0.0,id_50,-0.266,,,0.0,0.4266,-0.01,,5.0873,,,0.0,146170,,65
1571,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.3481,,,0.0,0.0,-0.1809,,0.0,0.0242,30000,0.0,1.3463,0.0898,-0.07,,,0.0,0.0,id_50,-0.6489,,,0.0,0.1999,-0.0035,,1.9376,,,0.0,146171,,66
1595,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.2496,,,-0.0,-0.0,-5.1011,,0.0,0.7174,30000,0.0,3.5197,-0.0414,-0.1521,,,0.0,0.0,id_50,-0.2799,,,0.0,4.2603,-0.0017,,4.8481,,,0.0,146172,,67
1619,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.4759,,,0.0,0.0,-6.7991,,0.0,1.8231,30000,0.0,1.4524,0.067,-0.0308,,,0.0,0.0,id_50,-0.3716,,,0.0,6.1549,0.0006,,2.6317,,,0.0,146173,,68
1643,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1448,,,-0.0,0.0,-0.0379,,0.0,0.024,30000,0.0,-0.2875,-0.0067,-0.0108,,,0.0,0.0,id_50,0.1539,,,0.0,0.0156,0.0011,,0.0055,,,0.0,146174,,69
1667,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.1528,,,0.0,-0.0,-0.0458,,0.0,-0.0206,30000,0.0,0.674,-0.0172,0.0278,,,0.0,0.0,id_50,-0.0468,,,0.0,-0.0358,0.0126,,-0.027,,,0.0,146175,,70
1691,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0043,,,0.0,0.0,0.0369,,0.0,-0.0068,30000,0.0,0.3631,-0.0146,0.0203,,,0.0,0.0,id_50,0.0183,,,0.0,-0.0268,-0.0024,,-0.0293,,,0.0,146176,,71
1715,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0154,,,0.0,-0.0,-0.0833,,0.0,0.0166,30000,0.0,0.6613,0.002,-0.0234,,,0.0,0.0,id_50,-0.0335,,,0.0,0.1052,-0.0004,,0.0322,,,0.0,146177,,72
1739,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0368,,,-0.0,0.0,-0.0469,,0.0,-0.0132,30000,0.0,0.4202,-0.0231,0.0215,,,0.0,0.0,id_50,-0.0119,,,0.0,0.0701,-0.0013,,0.0415,,,0.0,146178,,73
1763,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.4137,,,-0.0,-0.0,0.0059,,0.0,-0.0691,30000,0.0,0.1964,-0.1011,-0.0184,,,0.0,0.0,id_50,-0.0442,,,0.0,-0.1601,-0.0,,-0.0266,,,0.0,146179,,74
1787,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,-0.1683,,,0.0,-0.0,-0.0271,,0.0,-0.1037,30000,0.0,-0.4832,-0.016,-0.011,,,0.0,0.0,id_50,-0.0217,,,0.0,-0.0215,0.0,,0.0326,,,0.0,146180,,75
1811,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0397,,,0.0,0.0,0.0626,,0.0,-0.0364,30000,0.0,-0.0192,-0.0394,-0.0279,,,0.0,0.0,id_50,-0.0248,,,0.0,0.0513,-0.0,,0.0544,,,0.0,146181,,76
1835,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,0.1172,,,0.0,0.0,0.0469,,0.0,0.0439,30000,0.0,-0.4597,-0.0054,0.0086,,,0.0,0.0,id_50,0.0193,,,0.0,0.0329,-0.0,,-0.029,,,0.0,146182,,77
1859,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.6305,,,-0.0,-0.0,-0.4136,,0.0,-0.0387,30000,0.0,-1.3382,0.0093,0.0446,,,0.0,0.0,id_50,-0.007,,,0.0,-0.3509,0.0,,0.1258,,,0.0,146183,,78
1883,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-1.9866,,,-0.0,0.0,3.1033,,0.0,0.0367,30000,0.0,-1.9872,0.0225,-0.3673,,,0.0,0.0,id_50,0.2414,,,0.0,-3.4576,-0.0,,-1.5658,,,0.0,146184,,79
1907,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.3056,,,0.0,-0.0,0.015,,0.0,-0.0412,30000,0.0,-0.4026,0.0065,-0.0199,,,0.0,0.0,id_50,-0.0009,,,0.0,-0.0221,-0.0,,-0.243,,,0.0,146185,,80
1931,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.0158,,,0.0,-0.0,3.2066,,0.0,-0.1092,30000,0.0,-2.3983,0.0036,-0.2461,,,0.0,0.0,id_50,0.2089,,,0.0,-3.4972,0.0,,-1.5826,,,0.0,146186,,81
1955,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.3671,,,-0.0,0.0,3.5333,,0.0,-0.369,30000,0.0,-3.0571,-0.0077,-0.1956,,,0.0,0.0,id_50,0.2418,,,0.0,-3.8521,0.0,,-1.7178,,,0.0,146187,,82
1979,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.3047,,,0.0,0.0,3.3499,,0.0,-0.3068,30000,0.0,-3.3617,0.0196,-0.0953,,,0.0,0.0,id_50,0.2666,,,0.0,-3.9742,0.0,,-1.5644,,,0.0,146188,,83
2003,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.8087,,,-0.0,-0.0,-3.6972,,0.0,0.968,30000,0.0,0.6912,0.0,-0.2931,,,0.0,-0.0,id_50,-0.3626,,,0.0,5.1801,-0.0981,,1.1117,,,0.0,146189,,84
2027,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.1951,,,-0.0,-0.0,-0.9735,,0.0,0.174,30000,0.0,0.869,-0.0002,0.5266,,,0.0,0.0,id_50,-0.5556,,,0.0,-0.1148,0.0595,,5.079,,,0.0,146190,,85
2051,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.1825,,,-0.0,0.0,-0.8034,,0.0,0.0209,30000,0.0,0.925,0.0123,0.0896,,,0.0,0.0,id_50,-0.5702,,,0.0,0.2389,-0.0275,,4.2219,,,0.0,146191,,86
2075,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.3311,,,0.0,0.0,-0.62,,0.0,0.109,30000,0.0,1.7329,0.0083,-0.0306,,,0.0,0.0,id_50,-0.0417,,,0.0,0.7965,-0.0503,,0.1599,,,0.0,146192,,87
2099,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,5.7693,,,0.0,0.0,2.0771,,0.0,-0.0004,30000,0.0,2.5151,0.0003,0.0146,,,0.0,0.0,id_50,-0.6175,,,0.0,-0.0808,-0.0041,,4.3802,,,0.0,146193,,88
2123,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.2713,,,0.0,0.0,-0.7663,,0.0,0.0603,30000,0.0,-0.0575,0.0252,0.0508,,,0.0,0.0,id_50,-0.1076,,,0.0,1.4075,-0.0415,,0.6428,,,0.0,146194,,89
2147,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,5.6842,,,0.0,0.0,1.7665,,0.0,-0.0264,30000,0.0,2.4444,-0.0008,-0.0335,,,0.0,0.0,id_50,-0.878,,,0.0,0.1916,-0.0033,,4.6681,,,0.0,146195,,90
2171,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.2931,,,0.0,-0.0,1.3941,,0.0,-0.0724,30000,0.0,2.2943,-0.0007,0.1787,,,0.0,0.0,id_50,-0.5809,,,0.0,-0.1528,-0.0013,,2.5284,,,0.0,146196,,91
2195,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,-0.1202,,,-0.0,0.0,-0.3343,,0.0,-0.0165,30000,0.0,-0.0426,-0.0001,0.0019,,,0.0,0.0,id_50,-0.0099,,,0.0,-0.0185,0.0031,,0.254,,,0.0,146197,,92
2219,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7036,,,0.0,0.0,-1.5388,,0.0,0.0138,30000,0.0,-0.0456,0.0007,0.2276,,,0.0,0.0,id_50,-0.1673,,,0.0,0.3139,0.0001,,1.8536,,,0.0,146198,,93
2243,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.2112,,,-0.0,-0.0,-0.2094,,0.0,-0.0201,30000,0.0,0.6682,0.0441,-0.0168,,,0.0,0.0,id_50,-0.0305,,,0.0,0.2925,0.0003,,0.1512,,,0.0,146199,,94
